"","YEAR","MONTH","CARRIER","EMPTOTAL","X","yearmonth","yearmonthday"
"482",2007,"06","OH",6588,NA,"200706",2007-06-01
"483",2007,"06","OO",10651,NA,"200706",2007-06-01
"484",2007,"06","OW",1888,NA,"200706",2007-06-01
"485",2007,"06","PCQ",412,NA,"200706",2007-06-01
"486",2007,"06","PFQ",44,NA,"200706",2007-06-01
"487",2007,"06","PO",452,NA,"200706",2007-06-01
"488",2007,"06","PRQ",73,NA,"200706",2007-06-01
"489",2007,"06","PT",196,NA,"200706",2007-06-01
"490",2007,"06","QX",4110,NA,"200706",2007-06-01
"491",2007,"06","RD",512,NA,"200706",2007-06-01
"492",2007,"06","RW",1031,NA,"200706",2007-06-01
"493",2007,"06","S5",1061,NA,"200706",2007-06-01
"494",2007,"06","SLQ",130,NA,"200706",2007-06-01
"495",2007,"06","SX",227,NA,"200706",2007-06-01
"496",2007,"06","SY",989,NA,"200706",2007-06-01
"497",2007,"06","TZ",2486,NA,"200706",2007-06-01
"498",2007,"06","U5",617,NA,"200706",2007-06-01
"499",2007,"06","U7",354,NA,"200706",2007-06-01
"500",2007,"06","UA",54599,NA,"200706",2007-06-01
"501",2007,"06","US",22024,NA,"200706",2007-06-01
"502",2007,"06","VCQ",0,NA,"200706",2007-06-01
"503",2007,"06","WE",522,NA,"200706",2007-06-01
"504",2007,"06","WI",212,NA,"200706",2007-06-01
"505",2007,"06","WN",33498,NA,"200706",2007-06-01
"506",2007,"06","WO",1316,NA,"200706",2007-06-01
"507",2007,"06","X9",990,NA,"200706",2007-06-01
"508",2007,"06","XE",8275,NA,"200706",2007-06-01
"509",2007,"06","XJ",3044,NA,"200706",2007-06-01
"510",2007,"06","XP",180,NA,"200706",2007-06-01
"511",2007,"06","YV",3248,NA,"200706",2007-06-01
"512",2007,"06","YX",2412,NA,"200706",2007-06-01
"513",2007,"06","ZW",2434,NA,"200706",2007-06-01
"514",2007,"07","09Q",118,NA,"200707",2007-07-01
"515",2007,"07","16",1543,NA,"200707",2007-07-01
"516",2007,"07","3Z",287,NA,"200707",2007-07-01
"517",2007,"07","5X",6285,NA,"200707",2007-07-01
"518",2007,"07","5Y",1201,NA,"200707",2007-07-01
"519",2007,"07","8C",396,NA,"200707",2007-07-01
"520",2007,"07","9E",4119,NA,"200707",2007-07-01
"521",2007,"07","9S",340,NA,"200707",2007-07-01
"522",2007,"07","AA",78226,NA,"200707",2007-07-01
"523",2007,"07","ABX",10983,NA,"200707",2007-07-01
"524",2007,"07","AJQ",246,NA,"200707",2007-07-01
"525",2007,"07","AMQ",42,NA,"200707",2007-07-01
"526",2007,"07","AQ",3590,NA,"200707",2007-07-01
"527",2007,"07","AS",10314,NA,"200707",2007-07-01
"528",2007,"07","AX",1339,NA,"200707",2007-07-01
"529",2007,"07","B6",10858,NA,"200707",2007-07-01
"530",2007,"07","BNQ",5,NA,"200707",2007-07-01
"531",2007,"07","CO",39426,NA,"200707",2007-07-01
"532",2007,"07","CS",1342,NA,"200707",2007-07-01
"533",2007,"07","CZQ",18,NA,"200707",2007-07-01
"534",2007,"07","DL",51278,NA,"200707",2007-07-01
"535",2007,"07","E0",314,NA,"200707",2007-07-01
"536",2007,"07","E9",107,NA,"200707",2007-07-01
"537",2007,"07","ER",977,NA,"200707",2007-07-01
"538",2007,"07","EV",4465,NA,"200707",2007-07-01
"539",2007,"07","EZ",537,NA,"200707",2007-07-01
"540",2007,"07","F2",123,NA,"200707",2007-07-01
"541",2007,"07","F9",5588,NA,"200707",2007-07-01
"542",2007,"07","FCQ",65,NA,"200707",2007-07-01
"543",2007,"07","FE",144,NA,"200707",2007-07-01
"544",2007,"07","FL",8598,NA,"200707",2007-07-01
"545",2007,"07","FX",141021,NA,"200707",2007-07-01
"546",2007,"07","G4",1139,NA,"200707",2007-07-01
"547",2007,"07","G7",350,NA,"200707",2007-07-01
"548",2007,"07","GFQ",85,NA,"200707",2007-07-01
"549",2007,"07","GG",111,NA,"200707",2007-07-01
"550",2007,"07","GL",403,NA,"200707",2007-07-01
"551",2007,"07","GR",385,NA,"200707",2007-07-01
"552",2007,"07","HA",3480,NA,"200707",2007-07-01
"553",2007,"07","HP",14021,NA,"200707",2007-07-01
"554",2007,"07","JW",423,NA,"200707",2007-07-01
"555",2007,"07","KAQ",875,NA,"200707",2007-07-01
"556",2007,"07","KLQ",38,NA,"200707",2007-07-01
"557",2007,"07","KR",201,NA,"200707",2007-07-01
"558",2007,"07","L2",155,NA,"200707",2007-07-01
"559",2007,"07","M6",536,NA,"200707",2007-07-01
"560",2007,"07","MG",687,NA,"200707",2007-07-01
"561",2007,"07","MQ",10227,NA,"200707",2007-07-01
"562",2007,"07","MRQ",97,NA,"200707",2007-07-01
"563",2007,"07","MY",353,NA,"200707",2007-07-01
"564",2007,"07",NA,791,NA,"200707",2007-07-01
"565",2007,"07","NC",237,NA,"200707",2007-07-01
"566",2007,"07","NK",2343,NA,"200707",2007-07-01
"567",2007,"07","NW",30671,NA,"200707",2007-07-01
"568",2007,"07","OH",6473,NA,"200707",2007-07-01
"569",2007,"07","OO",10519,NA,"200707",2007-07-01
"570",2007,"07","OW",1909,NA,"200707",2007-07-01
"571",2007,"07","PCQ",412,NA,"200707",2007-07-01
"572",2007,"07","PFQ",44,NA,"200707",2007-07-01
"573",2007,"07","PO",451,NA,"200707",2007-07-01
"574",2007,"07","PRQ",73,NA,"200707",2007-07-01
"575",2007,"07","PT",194,NA,"200707",2007-07-01
"576",2007,"07","QX",4113,NA,"200707",2007-07-01
"577",2007,"07","RD",529,NA,"200707",2007-07-01
"578",2007,"07","RW",1010,NA,"200707",2007-07-01
"579",2007,"07","S5",1081,NA,"200707",2007-07-01
"580",2007,"07","SI",29,NA,"200707",2007-07-01
"581",2007,"07","SLQ",130,NA,"200707",2007-07-01
"582",2007,"07","SX",239,NA,"200707",2007-07-01
"583",2007,"07","SY",999,NA,"200707",2007-07-01
"584",2007,"07","TZ",2463,NA,"200707",2007-07-01
"585",2007,"07","U5",615,NA,"200707",2007-07-01
"586",2007,"07","U7",354,NA,"200707",2007-07-01
"587",2007,"07","UA",54505,NA,"200707",2007-07-01
"588",2007,"07","US",22014,NA,"200707",2007-07-01
"589",2007,"07","VCQ",0,NA,"200707",2007-07-01
"590",2007,"07","WE",510,NA,"200707",2007-07-01
"591",2007,"07","WI",217,NA,"200707",2007-07-01
"592",2007,"07","WN",33799,NA,"200707",2007-07-01
"593",2007,"07","WO",1305,NA,"200707",2007-07-01
"594",2007,"07","X9",987,NA,"200707",2007-07-01
"595",2007,"07","XE",8314,NA,"200707",2007-07-01
"596",2007,"07","XJ",3103,NA,"200707",2007-07-01
"597",2007,"07","XP",170,NA,"200707",2007-07-01
"598",2007,"07","YV",3193,NA,"200707",2007-07-01
"599",2007,"07","YX",2411,NA,"200707",2007-07-01
"600",2007,"07","ZW",2433,NA,"200707",2007-07-01
"601",2007,"08","09Q",114,NA,"200708",2007-08-01
"602",2007,"08","16",1552,NA,"200708",2007-08-01
"603",2007,"08","3Z",287,NA,"200708",2007-08-01
"604",2007,"08","5X",6297,NA,"200708",2007-08-01
"605",2007,"08","5Y",1197,NA,"200708",2007-08-01
"606",2007,"08","8C",384,NA,"200708",2007-08-01
"607",2007,"08","9E",4107,NA,"200708",2007-08-01
"608",2007,"08","9S",340,NA,"200708",2007-08-01
"609",2007,"08","AA",78428,NA,"200708",2007-08-01
"610",2007,"08","ABX",10996,NA,"200708",2007-08-01
"611",2007,"08","AJQ",248,NA,"200708",2007-08-01
"612",2007,"08","AMQ",36,NA,"200708",2007-08-01
"613",2007,"08","AQ",3613,NA,"200708",2007-08-01
"614",2007,"08","AS",10321,NA,"200708",2007-08-01
"615",2007,"08","AX",1346,NA,"200708",2007-08-01
"616",2007,"08","B6",10897,NA,"200708",2007-08-01
"617",2007,"08","BNQ",5,NA,"200708",2007-08-01
"618",2007,"08","CO",39293,NA,"200708",2007-08-01
"619",2007,"08","CP",191,NA,"200708",2007-08-01
"620",2007,"08","CS",1343,NA,"200708",2007-08-01
"621",2007,"08","CZQ",18,NA,"200708",2007-08-01
"622",2007,"08","DL",51036,NA,"200708",2007-08-01
"623",2007,"08","E0",332,NA,"200708",2007-08-01
"624",2007,"08","E9",108,NA,"200708",2007-08-01
"625",2007,"08","ER",971,NA,"200708",2007-08-01
"626",2007,"08","EV",4434,NA,"200708",2007-08-01
"627",2007,"08","EZ",542,NA,"200708",2007-08-01
"628",2007,"08","F2",143,NA,"200708",2007-08-01
"629",2007,"08","F9",5663,NA,"200708",2007-08-01
"630",2007,"08","FCQ",66,NA,"200708",2007-08-01
"631",2007,"08","FE",149,NA,"200708",2007-08-01
"632",2007,"08","FL",8498,NA,"200708",2007-08-01
"633",2007,"08","FX",140955,NA,"200708",2007-08-01
"634",2007,"08","G4",1167,NA,"200708",2007-08-01
"635",2007,"08","G7",335,NA,"200708",2007-08-01
"636",2007,"08","GFQ",77,NA,"200708",2007-08-01
"637",2007,"08","GG",111,NA,"200708",2007-08-01
"638",2007,"08","GL",382,NA,"200708",2007-08-01
"639",2007,"08","GR",381,NA,"200708",2007-08-01
"640",2007,"08","HA",3461,NA,"200708",2007-08-01
"641",2007,"08","HP",13899,NA,"200708",2007-08-01
"642",2007,"08","JW",425,NA,"200708",2007-08-01
"643",2007,"08","KAQ",885,NA,"200708",2007-08-01
"644",2007,"08","KLQ",42,NA,"200708",2007-08-01
"645",2007,"08","KR",201,NA,"200708",2007-08-01
"646",2007,"08","L2",158,NA,"200708",2007-08-01
"647",2007,"08","M6",536,NA,"200708",2007-08-01
"648",2007,"08","MG",688,NA,"200708",2007-08-01
"649",2007,"08","MQ",10251,NA,"200708",2007-08-01
"650",2007,"08","MRQ",88,NA,"200708",2007-08-01
"651",2007,"08",NA,834,NA,"200708",2007-08-01
"652",2007,"08","NC",229,NA,"200708",2007-08-01
"653",2007,"08","NK",2316,NA,"200708",2007-08-01
"654",2007,"08","NW",30730,NA,"200708",2007-08-01
"655",2007,"08","OH",6476,NA,"200708",2007-08-01
"656",2007,"08","OO",10559,NA,"200708",2007-08-01
"657",2007,"08","OW",1909,NA,"200708",2007-08-01
"658",2007,"08","PCQ",407,NA,"200708",2007-08-01
"659",2007,"08","PFQ",43,NA,"200708",2007-08-01
"660",2007,"08","PO",444,NA,"200708",2007-08-01
"661",2007,"08","PRQ",75,NA,"200708",2007-08-01
"662",2007,"08","PT",196,NA,"200708",2007-08-01
"663",2007,"08","QX",4114,NA,"200708",2007-08-01
"664",2007,"08","RD",535,NA,"200708",2007-08-01
"665",2007,"08","RW",1058,NA,"200708",2007-08-01
"666",2007,"08","S5",1109,NA,"200708",2007-08-01
"667",2007,"08","SI",34,NA,"200708",2007-08-01
"668",2007,"08","SLQ",130,NA,"200708",2007-08-01
"669",2007,"08","SX",280,NA,"200708",2007-08-01
"670",2007,"08","SY",992,NA,"200708",2007-08-01
"671",2007,"08","TZ",2468,NA,"200708",2007-08-01
"672",2007,"08","U5",615,NA,"200708",2007-08-01
"673",2007,"08","U7",354,NA,"200708",2007-08-01
"674",2007,"08","UA",54648,NA,"200708",2007-08-01
"675",2007,"08","US",22034,NA,"200708",2007-08-01
"676",2007,"08","VCQ",0,NA,"200708",2007-08-01
"677",2007,"08","VX",525,NA,"200708",2007-08-01
"678",2007,"08","WI",215,NA,"200708",2007-08-01
"679",2007,"08","WN",33877,NA,"200708",2007-08-01
"680",2007,"08","WO",1342,NA,"200708",2007-08-01
"681",2007,"08","X9",962,NA,"200708",2007-08-01
"682",2007,"08","XE",8304,NA,"200708",2007-08-01
"683",2007,"08","XJ",3130,NA,"200708",2007-08-01
"684",2007,"08","XP",180,NA,"200708",2007-08-01
"685",2007,"08","YV",3231,NA,"200708",2007-08-01
"686",2007,"08","YX",2430,NA,"200708",2007-08-01
"687",2007,"08","ZW",2402,NA,"200708",2007-08-01
"688",2007,"09","09Q",120,NA,"200709",2007-09-01
"689",2007,"09","16",1545,NA,"200709",2007-09-01
"690",2007,"09","3Z",278,NA,"200709",2007-09-01
"691",2007,"09","5X",6291,NA,"200709",2007-09-01
"692",2007,"09","5Y",1197,NA,"200709",2007-09-01
"693",2007,"09","8C",397,NA,"200709",2007-09-01
"694",2007,"09","9E",4158,NA,"200709",2007-09-01
"695",2007,"09","9S",346,NA,"200709",2007-09-01
"696",2007,"09","AA",78453,NA,"200709",2007-09-01
"697",2007,"09","ABX",11044,NA,"200709",2007-09-01
"698",2007,"09","AJQ",245,NA,"200709",2007-09-01
"699",2007,"09","AMQ",36,NA,"200709",2007-09-01
"700",2007,"09","AQ",3629,NA,"200709",2007-09-01
"701",2007,"09","AS",10276,NA,"200709",2007-09-01
"702",2007,"09","AX",1334,NA,"200709",2007-09-01
"703",2007,"09","B6",10974,NA,"200709",2007-09-01
"704",2007,"09","BNQ",5,NA,"200709",2007-09-01
"705",2007,"09","CO",39465,NA,"200709",2007-09-01
"706",2007,"09","CP",191,NA,"200709",2007-09-01
"707",2007,"09","CS",1335,NA,"200709",2007-09-01
"708",2007,"09","CZQ",19,NA,"200709",2007-09-01
"709",2007,"09","DL",50804,NA,"200709",2007-09-01
"710",2007,"09","E0",347,NA,"200709",2007-09-01
"711",2007,"09","E9",101,NA,"200709",2007-09-01
"712",2007,"09","ER",962,NA,"200709",2007-09-01
"713",2007,"09","EV",4452,NA,"200709",2007-09-01
"714",2007,"09","EZ",536,NA,"200709",2007-09-01
"715",2007,"09","F2",126,NA,"200709",2007-09-01
"716",2007,"09","F9",5749,NA,"200709",2007-09-01
"717",2007,"09","FCQ",67,NA,"200709",2007-09-01
"718",2007,"09","FE",150,NA,"200709",2007-09-01
"719",2007,"09","FL",8455,NA,"200709",2007-09-01
"720",2007,"09","FX",141123,NA,"200709",2007-09-01
"721",2007,"09","G4",1215,NA,"200709",2007-09-01
"722",2007,"09","G7",352,NA,"200709",2007-09-01
"723",2007,"09","GFQ",80,NA,"200709",2007-09-01
"724",2007,"09","GG",112,NA,"200709",2007-09-01
"725",2007,"09","GL",386,NA,"200709",2007-09-01
"726",2007,"09","GR",380,NA,"200709",2007-09-01
"727",2007,"09","HA",3438,NA,"200709",2007-09-01
"728",2007,"09","HP",13912,NA,"200709",2007-09-01
"729",2007,"09","JW",428,NA,"200709",2007-09-01
"730",2007,"09","KAQ",887,NA,"200709",2007-09-01
"731",2007,"09","KLQ",43,NA,"200709",2007-09-01
"732",2007,"09","KR",201,NA,"200709",2007-09-01
"733",2007,"09","L2",159,NA,"200709",2007-09-01
"734",2007,"09","M6",536,NA,"200709",2007-09-01
"735",2007,"09","MG",668,NA,"200709",2007-09-01
"736",2007,"09","MQ",10323,NA,"200709",2007-09-01
"737",2007,"09","MRQ",89,NA,"200709",2007-09-01
"738",2007,"09",NA,817,NA,"200709",2007-09-01
"739",2007,"09","NC",229,NA,"200709",2007-09-01
"740",2007,"09","NK",2247,NA,"200709",2007-09-01
"741",2007,"09","NW",30650,NA,"200709",2007-09-01
"742",2007,"09","OH",6582,NA,"200709",2007-09-01
"743",2007,"09","OO",10763,NA,"200709",2007-09-01
"744",2007,"09","OW",1842,NA,"200709",2007-09-01
"745",2007,"09","PCQ",396,NA,"200709",2007-09-01
"746",2007,"09","PFQ",42,NA,"200709",2007-09-01
"747",2007,"09","PO",444,NA,"200709",2007-09-01
"748",2007,"09","PRQ",74,NA,"200709",2007-09-01
"749",2007,"09","PT",196,NA,"200709",2007-09-01
"750",2007,"09","QX",4078,NA,"200709",2007-09-01
"751",2007,"09","RD",541,NA,"200709",2007-09-01
"752",2007,"09","RW",1122,NA,"200709",2007-09-01
"753",2007,"09","S5",1074,NA,"200709",2007-09-01
"754",2007,"09","SLQ",130,NA,"200709",2007-09-01
"755",2007,"09","SX",295,NA,"200709",2007-09-01
"756",2007,"09","SY",1017,NA,"200709",2007-09-01
"757",2007,"09","TZ",2461,NA,"200709",2007-09-01
"758",2007,"09","U5",612,NA,"200709",2007-09-01
"759",2007,"09","U7",370,NA,"200709",2007-09-01
"760",2007,"09","UA",54894,NA,"200709",2007-09-01
"761",2007,"09","US",21964,NA,"200709",2007-09-01
"762",2007,"09","VCQ",0,NA,"200709",2007-09-01
"763",2007,"09","VX",587,NA,"200709",2007-09-01
"764",2007,"09","WE",522,NA,"200709",2007-09-01
"765",2007,"09","WI",215,NA,"200709",2007-09-01
"766",2007,"09","WN",34029,NA,"200709",2007-09-01
"767",2007,"09","WO",1341,NA,"200709",2007-09-01
"768",2007,"09","X9",940,NA,"200709",2007-09-01
"769",2007,"09","XE",8291,NA,"200709",2007-09-01
"770",2007,"09","XJ",3228,NA,"200709",2007-09-01
"771",2007,"09","XP",166,NA,"200709",2007-09-01
"772",2007,"09","YV",3262,NA,"200709",2007-09-01
"773",2007,"09","YX",2422,NA,"200709",2007-09-01
"774",2007,"09","ZW",2414,NA,"200709",2007-09-01
"775",2007,"10","09Q",119,NA,"200710",2007-10-01
"776",2007,"10","16",1578,NA,"200710",2007-10-01
"777",2007,"10","3Z",278,NA,"200710",2007-10-01
"778",2007,"10","5X",6311,NA,"200710",2007-10-01
"779",2007,"10","5Y",1205,NA,"200710",2007-10-01
"780",2007,"10","8C",386,NA,"200710",2007-10-01
"781",2007,"10","9E",4116,NA,"200710",2007-10-01
"782",2007,"10","9S",374,NA,"200710",2007-10-01
"783",2007,"10","AA",78514,NA,"200710",2007-10-01
"784",2007,"10","ABX",11426,NA,"200710",2007-10-01
"785",2007,"10","AJQ",241,NA,"200710",2007-10-01
"786",2007,"10","AMQ",36,NA,"200710",2007-10-01
"787",2007,"10","AQ",3559,NA,"200710",2007-10-01
"788",2007,"10","AS",10366,NA,"200710",2007-10-01
"789",2007,"10","AX",1322,NA,"200710",2007-10-01
"790",2007,"10","B6",11198,NA,"200710",2007-10-01
"791",2007,"10","BNQ",5,NA,"200710",2007-10-01
"792",2007,"10","CO",39605,NA,"200710",2007-10-01
"793",2007,"10","CP",289,NA,"200710",2007-10-01
"794",2007,"10","CS",1340,NA,"200710",2007-10-01
"795",2007,"10","CZQ",19,NA,"200710",2007-10-01
"796",2007,"10","DL",50914,NA,"200710",2007-10-01
"797",2007,"10","E0",358,NA,"200710",2007-10-01
"798",2007,"10","E9",99,NA,"200710",2007-10-01
"799",2007,"10","ER",968,NA,"200710",2007-10-01
"800",2007,"10","EV",4480,NA,"200710",2007-10-01
"801",2007,"10","EZ",535,NA,"200710",2007-10-01
"802",2007,"10","F2",143,NA,"200710",2007-10-01
"803",2007,"10","F9",5739,NA,"200710",2007-10-01
"804",2007,"10","FCQ",74,NA,"200710",2007-10-01
"805",2007,"10","FE",158,NA,"200710",2007-10-01
"806",2007,"10","FL",8482,NA,"200710",2007-10-01
"807",2007,"10","FX",142156,NA,"200710",2007-10-01
"808",2007,"10","G4",1262,NA,"200710",2007-10-01
"809",2007,"10","G7",362,NA,"200710",2007-10-01
"810",2007,"10","GFQ",88,NA,"200710",2007-10-01
"811",2007,"10","GG",108,NA,"200710",2007-10-01
"812",2007,"10","GL",394,NA,"200710",2007-10-01
"813",2007,"10","GR",386,NA,"200710",2007-10-01
"814",2007,"10","HA",3431,NA,"200710",2007-10-01
"815",2007,"10","JW",427,NA,"200710",2007-10-01
"816",2007,"10","KAQ",904,NA,"200710",2007-10-01
"817",2007,"10","KLQ",42,NA,"200710",2007-10-01
"818",2007,"10","KR",201,NA,"200710",2007-10-01
"819",2007,"10","L2",157,NA,"200710",2007-10-01
"820",2007,"10","M6",532,NA,"200710",2007-10-01
"821",2007,"10","MG",658,NA,"200710",2007-10-01
"822",2007,"10","MQ",10483,NA,"200710",2007-10-01
"823",2007,"10","MRQ",89,NA,"200710",2007-10-01
"824",2007,"10",NA,883,NA,"200710",2007-10-01
"825",2007,"10","NC",232,NA,"200710",2007-10-01
"826",2007,"10","NK",2317,NA,"200710",2007-10-01
"827",2007,"10","NW",30604,NA,"200710",2007-10-01
"828",2007,"10","OH",6586,NA,"200710",2007-10-01
"829",2007,"10","OO",10944,NA,"200710",2007-10-01
"830",2007,"10","OW",1841,NA,"200710",2007-10-01
"831",2007,"10","PCQ",399,NA,"200710",2007-10-01
"832",2007,"10","PFQ",42,NA,"200710",2007-10-01
"833",2007,"10","PO",455,NA,"200710",2007-10-01
"834",2007,"10","PRQ",74,NA,"200710",2007-10-01
"835",2007,"10","PT",210,NA,"200710",2007-10-01
"836",2007,"10","QX",4107,NA,"200710",2007-10-01
"837",2007,"10","RD",597,NA,"200710",2007-10-01
"838",2007,"10","RW",1159,NA,"200710",2007-10-01
"839",2007,"10","S5",1122,NA,"200710",2007-10-01
"840",2007,"10","SLQ",130,NA,"200710",2007-10-01
"841",2007,"10","SX",316,NA,"200710",2007-10-01
"842",2007,"10","SY",1031,NA,"200710",2007-10-01
"843",2007,"10","TZ",2457,NA,"200710",2007-10-01
"844",2007,"10","U5",612,NA,"200710",2007-10-01
"845",2007,"10","U7",378,NA,"200710",2007-10-01
"846",2007,"10","UA",55183,NA,"200710",2007-10-01
"847",2007,"10","US",35990,NA,"200710",2007-10-01
"848",2007,"10","VCQ",0,NA,"200710",2007-10-01
"849",2007,"10","VX",703,NA,"200710",2007-10-01
"850",2007,"10","WI",215,NA,"200710",2007-10-01
"851",2007,"10","WN",34131,NA,"200710",2007-10-01
"852",2007,"10","WO",1316,NA,"200710",2007-10-01
"853",2007,"10","X9",922,NA,"200710",2007-10-01
"854",2007,"10","XE",8251,NA,"200710",2007-10-01
"855",2007,"10","XJ",3333,NA,"200710",2007-10-01
"856",2007,"10","XP",158,NA,"200710",2007-10-01
"857",2007,"10","YV",3259,NA,"200710",2007-10-01
"858",2007,"10","YX",2430,NA,"200710",2007-10-01
"859",2007,"10","ZW",2443,NA,"200710",2007-10-01
"860",2007,"11","09Q",116,NA,"200711",2007-11-01
"861",2007,"11","16",1442,NA,"200711",2007-11-01
"862",2007,"11","3Z",304,NA,"200711",2007-11-01
"863",2007,"11","5X",6314,NA,"200711",2007-11-01
"864",2007,"11","5Y",1205,NA,"200711",2007-11-01
"865",2007,"11","8C",381,NA,"200711",2007-11-01
"866",2007,"11","9E",4108,NA,"200711",2007-11-01
"867",2007,"11","9S",416,NA,"200711",2007-11-01
"868",2007,"11","AA",78722,NA,"200711",2007-11-01
"869",2007,"11","ABX",11799,NA,"200711",2007-11-01
"870",2007,"11","AJQ",243,NA,"200711",2007-11-01
"871",2007,"11","AMQ",36,NA,"200711",2007-11-01
"872",2007,"11","AQ",3511,NA,"200711",2007-11-01
"873",2007,"11","AS",10404,NA,"200711",2007-11-01
"874",2007,"11","AX",1317,NA,"200711",2007-11-01
"875",2007,"11","B6",11518,NA,"200711",2007-11-01
"876",2007,"11","BNQ",5,NA,"200711",2007-11-01
"877",2007,"11","CO",39703,NA,"200711",2007-11-01
"878",2007,"11","CP",331,NA,"200711",2007-11-01
"879",2007,"11","CS",1333,NA,"200711",2007-11-01
"880",2007,"11","CZQ",19,NA,"200711",2007-11-01
"881",2007,"11","DL",51224,NA,"200711",2007-11-01
"882",2007,"11","E0",368,NA,"200711",2007-11-01
"883",2007,"11","E9",93,NA,"200711",2007-11-01
"884",2007,"11","ER",962,NA,"200711",2007-11-01
"885",2007,"11","EV",4380,NA,"200711",2007-11-01
"886",2007,"11","EZ",529,NA,"200711",2007-11-01
"887",2007,"11","F2",139,NA,"200711",2007-11-01
"888",2007,"11","F9",5782,NA,"200711",2007-11-01
"889",2007,"11","FCQ",71,NA,"200711",2007-11-01
"890",2007,"11","FE",156,NA,"200711",2007-11-01
"891",2007,"11","FL",8552,NA,"200711",2007-11-01
"892",2007,"11","FX",143285,NA,"200711",2007-11-01
"893",2007,"11","G4",1326,NA,"200711",2007-11-01
"894",2007,"11","G7",359,NA,"200711",2007-11-01
"895",2007,"11","GFQ",86,NA,"200711",2007-11-01
"896",2007,"11","GG",106,NA,"200711",2007-11-01
"897",2007,"11","GL",406,NA,"200711",2007-11-01
"898",2007,"11","GR",393,NA,"200711",2007-11-01
"899",2007,"11","HA",3431,NA,"200711",2007-11-01
"900",2007,"11","JW",425,NA,"200711",2007-11-01
"901",2007,"11","KAQ",893,NA,"200711",2007-11-01
"902",2007,"11","KLQ",42,NA,"200711",2007-11-01
"903",2007,"11","KR",201,NA,"200711",2007-11-01
"904",2007,"11","L2",158,NA,"200711",2007-11-01
"905",2007,"11","M6",536,NA,"200711",2007-11-01
"906",2007,"11","MG",642,NA,"200711",2007-11-01
"907",2007,"11","MQ",10478,NA,"200711",2007-11-01
"908",2007,"11","MRQ",89,NA,"200711",2007-11-01
"909",2007,"11",NA,859,NA,"200711",2007-11-01
"910",2007,"11","NC",227,NA,"200711",2007-11-01
"911",2007,"11","NK",2429,NA,"200711",2007-11-01
"912",2007,"11","NW",30974,NA,"200711",2007-11-01
"913",2007,"11","OH",6626,NA,"200711",2007-11-01
"914",2007,"11","OO",10960,NA,"200711",2007-11-01
"915",2007,"11","OW",1879,NA,"200711",2007-11-01
"916",2007,"11","PCQ",388,NA,"200711",2007-11-01
"917",2007,"11","PFQ",41,NA,"200711",2007-11-01
"918",2007,"11","PO",455,NA,"200711",2007-11-01
"919",2007,"11","PRQ",74,NA,"200711",2007-11-01
"920",2007,"11","PT",210,NA,"200711",2007-11-01
"921",2007,"11","QX",4070,NA,"200711",2007-11-01
"922",2007,"11","RD",598,NA,"200711",2007-11-01
"923",2007,"11","RW",1235,NA,"200711",2007-11-01
"924",2007,"11","S5",1117,NA,"200711",2007-11-01
"925",2007,"11","SLQ",128,NA,"200711",2007-11-01
"926",2007,"11","SX",362,NA,"200711",2007-11-01
"927",2007,"11","SY",1082,NA,"200711",2007-11-01
"928",2007,"11","TZ",2425,NA,"200711",2007-11-01
"929",2007,"11","U5",612,NA,"200711",2007-11-01
"930",2007,"11","U7",382,NA,"200711",2007-11-01
"931",2007,"11","UA",55250,NA,"200711",2007-11-01
"932",2007,"11","US",35843,NA,"200711",2007-11-01
"933",2007,"11","VCQ",0,NA,"200711",2007-11-01
"934",2007,"11","VX",751,NA,"200711",2007-11-01
"935",2007,"11","WI",207,NA,"200711",2007-11-01
"936",2007,"11","WN",34361,NA,"200711",2007-11-01
"937",2007,"11","WO",1313,NA,"200711",2007-11-01
"938",2007,"11","X9",932,NA,"200711",2007-11-01
"939",2007,"11","XE",8256,NA,"200711",2007-11-01
"940",2007,"11","XJ",3404,NA,"200711",2007-11-01
"941",2007,"11","XP",143,NA,"200711",2007-11-01
"942",2007,"11","YV",3217,NA,"200711",2007-11-01
"943",2007,"11","YX",2430,NA,"200711",2007-11-01
"944",2007,"11","ZW",2401,NA,"200711",2007-11-01
"945",2007,"12","09Q",116,NA,"200712",2007-12-01
"946",2007,"12","16",1412,NA,"200712",2007-12-01
"947",2007,"12","3Z",304,NA,"200712",2007-12-01
"948",2007,"12","5X",6196,NA,"200712",2007-12-01
"949",2007,"12","5Y",1205,NA,"200712",2007-12-01
"950",2007,"12","8C",363,NA,"200712",2007-12-01
"951",2007,"12","9E",4114,NA,"200712",2007-12-01
"952",2007,"12","9S",445,NA,"200712",2007-12-01
"953",2007,"12","AA",78701,NA,"200712",2007-12-01
"954",2007,"12","ABX",11255,NA,"200712",2007-12-01
"955",2007,"12","AJQ",248,NA,"200712",2007-12-01
"956",2007,"12","AMQ",33,NA,"200712",2007-12-01
"957",2007,"12","AQ",3590,NA,"200712",2007-12-01
"958",2007,"12","AS",10424,NA,"200712",2007-12-01
"959",2007,"12","AX",1310,NA,"200712",2007-12-01
"960",2007,"12","B6",11568,NA,"200712",2007-12-01
"961",2007,"12","BNQ",5,NA,"200712",2007-12-01
"962",2007,"12","CO",39640,NA,"200712",2007-12-01
"963",2007,"12","CP",355,NA,"200712",2007-12-01
"964",2007,"12","CS",1337,NA,"200712",2007-12-01
